City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,zhezkazgan,47.7964459,67.70618078166055,-1.35,98,48,6.89,KZ,1675785981
348,toksovo,60.1588778,30.5255831,27.5,90,94,9.13,RU,1675785982
349,laguna de duero,41.582811,-4.7214404,44.94,59,40,14.97,ES,1675785983
350,asau,46.4388969,26.4008405,25.68,97,100,2.64,RO,1675785986
351,nabire,-3.360285,135.5023653,75.61,92,100,2.48,ID,1675785988
352,crotone,39.0806223,17.127196,43.05,60,63,20.09,IT,1675785989
353,nome,64.5011111,-165.4063889,-3.84,84,0,0.0,US,1675785990
354,pangody,65.856575,74.494797,-13.92,100,100,5.88,RU,1675785991
355,rio piracicaba,-19.928889,-43.173889,81.9,66,100,3.85,BR,1675785991
356,nalut,31.8637865,10.9827903,59.9,31,83,11.39,LY,1675785992
357,tromso,69.651648,18.9558186,37.31,70,75,19.57,NO,1675785993
358,makinsk,52.63287,70.418213,3.34,98,98,1.88,KZ,1675785994
359,tiksi,71.636604,128.868546,-26.7,99,100,3.91,RU,1675785994
360,srednekolymsk,67.455497,153.7071456,-28.53,97,100,5.17,RU,1675785995
361,puro,42.7328012,13.034065,34.57,70,2,4.94,IT,1675785996
362,slave lake,55.2810741,-114.7717876,32.0,80,100,6.91,CA,1675785997
363,bure,48.5041154,5.3567737,42.15,54,0,9.75,FR,1675785997
364,chokurdakh,70.6193824,147.902397,-42.27,100,99,3.98,RU,1675785998
365,lebu,-37.6099644,-73.6559477,64.98,66,0,18.25,CL,1675785998
366,margate,51.3878174,1.3819699,44.01,85,12,1.99,GB,1675785999
367,praia da vitoria,38.739237599999996,-27.156264396780458,53.62,71,75,18.19,PT,1675786000
368,mount isa,-20.7289898,139.4931522,80.46,78,94,8.05,AU,1675786001
369,tutoia,-2.761413,-42.275531,83.12,71,98,10.78,BR,1675786002
370,raudeberg,61.9849433,5.13778,42.01,35,94,18.1,NO,1675786003
371,ciudad bolivar,8.1028532,-63.5469562,87.01,48,89,10.13,VE,1675786003
372,wilmington,39.7459468,-75.546589,40.41,64,0,3.44,US,1675785943
373,micheweni,-4.9828117,39.8331878,80.91,75,100,17.92,TZ,1675786004
374,dhidhdhoo,6.889046,73.1133538,80.85,71,84,10.56,MV,1675786005
375,ariquemes,-9.9076522,-63.033069,73.96,97,100,0.69,BR,1675786006
376,torbay,47.6576953,-52.726986,23.92,84,100,18.99,CA,1675786006
377,hasilpur,29.6889811,72.5525446,61.18,30,1,2.06,PK,1675786007
378,dongkan,18.366843,105.969977,70.0,97,9,2.93,VN,1675786008
379,evensk,61.919209,159.235931,-22.23,80,32,8.97,RU,1675786008
380,port hardy,50.7244402,-127.4976081,44.58,93,100,14.97,CA,1675786009
381,cabo san lucas,22.8938884,-109.9200604,71.85,68,40,0.0,MX,1675786010
382,taut,46.7198995,21.8384466,30.56,88,8,5.17,RO,1675786010
383,sitka,57.0524973,-135.337612,33.62,80,40,0.0,US,1675786011
384,santiago,9.8694792,-83.7980749,76.57,100,98,7.18,CR,1675786011
385,powell river,49.835676,-124.524412,47.59,100,100,17.27,CA,1675786012
386,charters towers,-20.0714089,146.2709824,74.93,88,73,6.64,AU,1675786012
387,gat,45.7023377,18.3246957,32.41,49,69,2.73,HR,1675786013
388,bilma,18.69293,12.91872,81.97,12,52,4.16,NE,1675786014
389,boali,4.8089514,18.1140203,100.83,8,6,6.73,CF,1675786014
390,koungou,-12.735753,45.2067459,82.18,83,75,8.05,FR,1675786015
391,adra,36.748834,-3.0203617,53.38,68,100,10.11,ES,1675786015
392,hami,42.817404,93.5142008,33.12,47,100,2.33,CN,1675786016
393,kouroussa,10.6519303,-9.8811522,99.1,13,67,2.33,GN,1675786016
394,moron,18.5602014,-74.2581337,85.05,51,0,7.81,HT,1675786017
395,los llanos de aridane,28.6592222,-17.9151945,60.55,66,75,13.8,ES,1675786018
396,grand river south east,-20.2907247,57.7851931,80.49,79,43,14.54,MU,1675786018
397,aldan,58.608414,125.388222,-24.75,98,100,2.21,RU,1675786019
398,jacareacanga,-6.2196518,-57.758625,75.33,91,100,2.13,BR,1675786019
399,xining,36.617331,101.7761976,29.95,44,100,5.77,CN,1675786020
400,lagoa,37.13258125,-8.45505094811731,58.68,75,17,7.07,PT,1675786021
401,agadir,30.4211144,-9.5830626,66.29,42,20,17.27,MA,1675786021
402,vila franca do campo,37.7171624,-25.4335352,57.61,76,77,15.32,PT,1675786022
403,kidal,18.4408358,1.4075395,92.62,8,100,10.56,ML,1675786023
404,lithakia,37.7197242,20.8310438,45.16,61,40,0.0,GR,1675786024
405,hobyo,5.349526,48.526366,77.23,77,25,13.98,SO,1675786025
406,verkhnyaya inta,65.988403,60.323444,9.5,83,100,16.75,RU,1675786026
407,birnin kebbi,12.4573462,4.2006114,94.3,8,100,11.65,NG,1675786028
408,kargala,56.6208,83.960686,12.78,95,100,6.78,RU,1675786029
409,moroni,-11.6931255,43.2543044,79.59,81,100,7.25,KM,1675786029
410,jutai,-2.7471478,-66.7721255,81.97,82,97,3.91,BR,1675786030
411,bonthe,7.527274,-12.501955,84.72,55,71,12.55,SL,1675786031
412,saint anthony,45.0283001,-93.2187368,31.66,78,0,12.66,US,1675786032
413,scarborough,54.2820009,-0.4011868,45.97,83,87,1.01,GB,1675786034
414,hegra,63.4641248,11.1142474,37.85,93,75,5.75,NO,1675786036
415,santa rosalia,26.6817479,-105.456666,56.16,24,82,3.04,MX,1675786039
416,westport,41.1414855,-73.3578955,40.03,44,71,5.99,US,1675786039
417,aghiresu,46.8721445,23.2376556,24.89,91,22,3.58,RO,1675786040
418,shenjiamen,29.9479371,122.2798413,47.98,78,76,10.04,CN,1675786041
419,karasjok,69.4720741,25.5183286,31.19,78,38,26.17,NO,1675786042
420,lincoln,40.8088861,-96.7077751,40.26,67,4,8.01,US,1675785666
421,aripuana,-10.175806,-59.4439663,74.77,88,100,2.08,BR,1675786043
422,zhanaozen,43.3381034,52.8556219,42.91,61,100,17.96,KZ,1675786044
423,sao filipe,14.8952963,-24.4969361,69.39,63,0,13.62,CV,1675786046
424,attawapiskat,52.9244075,-82.4270112,28.4,86,100,12.66,CA,1675786046
425,idritsa,56.3333942,28.8920106,27.39,86,100,4.83,RU,1675786047
426,aragarcas,-15.8957166,-52.2514538,87.04,61,73,2.59,BR,1675786048
427,monster,51.9625101,7.6251879,39.4,69,0,2.3,DE,1675786049
428,santa maria,-29.6860512,-53.8069214,94.51,21,0,5.73,BR,1675786050
429,san jose,37.3361663,-121.890591,51.89,82,20,0.0,US,1675786051
430,broome,-17.9566909,122.2240181,82.29,89,100,3.44,AU,1675786052
431,somotillo,13.0445947,-86.9050544,91.51,35,37,9.28,NI,1675786053
432,esperance,-33.858228,121.8931606,66.0,89,23,8.81,AU,1675786053
433,calabozo,8.9179829,-67.4173328,90.59,39,65,9.64,VE,1675785985
434,lata,18.3983393,76.562087,76.05,27,91,7.38,IN,1675786054
435,sabha,-18.1415884,178.4421662,74.68,100,75,6.91,FJ,1675786057
436,turbat,26.0027894,63.0505609,73.33,28,1,4.9,PK,1675786058
437,hay river,60.8155874,-115.7866099,-2.2,78,100,13.8,CA,1675786059
438,gamba,28.2764084,88.5165114,18.05,57,0,7.85,CN,1675786059
439,kazalinsk,45.76255,62.101181,22.06,87,100,16.28,KZ,1675786060
440,emilio carranza,19.971111,-96.611389,76.75,65,1,5.75,MX,1675786061
441,marzuq,14.392507,46.470115,68.07,41,42,8.59,YE,1675786061
442,otatitlan,18.177101,-96.0338646,76.59,69,0,3.49,MX,1675786062
443,dingle,11.0000758,122.6717839,73.76,91,100,7.49,PH,1675786063
444,kosino,55.7164559,37.8590219,23.23,98,38,2.42,RU,1675786063
445,moose factory,51.2602173,-80.6032819,26.58,80,100,17.27,CA,1675786064
446,manado,1.4900578,124.8408708,74.25,100,40,4.61,ID,1675786064
447,chaozhou,23.6566146,116.6205482,62.98,85,46,2.26,CN,1675786065
448,vaitupu,-7.4769458,178.6807836433052,82.4,73,88,22.03,TV,1675786065
449,saint-joseph,49.5344534,-1.529802,43.36,65,0,12.66,FR,1675786066
450,kargat,55.1929899,80.2828252,4.8,97,93,6.58,RU,1675786067
451,ijaki,22.9372399,57.7570944,77.23,27,30,5.75,OM,1675786067
452,bodden town,19.2843717,-81.2604411,84.22,71,40,18.41,KY,1675786068
453,dakar,14.693425,-17.447938,81.48,65,60,19.77,SN,1675786068
454,cap malheureux,-19.9859951,57.619612,80.46,78,22,7.0,MU,1675786069
455,kamaishi,39.2757463,141.8858151,36.32,98,100,7.47,JP,1675786070
456,puerto del rosario,28.4993424,-13.8599051,67.95,45,20,11.5,ES,1675786070
457,nianzishan,47.514833,122.8809284,0.99,86,10,5.17,CN,1675786071
458,yenagoa,4.9334651,6.2747786,91.85,43,63,7.9,NG,1675786071
459,los alamos,35.893533500000004,-106.28970107056452,29.59,73,100,14.97,US,1675786072
460,toulepleu,6.580899,-8.4150175,89.1,44,93,1.72,CI,1675786073
461,bongouanou,6.6475288,-4.2046603,88.59,44,86,2.3,CI,1675786073
462,hare bay,48.8564255,-54.0068259,15.46,63,69,11.34,CA,1675786074
463,kovdor,67.563049,30.474108,36.52,89,100,16.69,RU,1675786074
464,vila velha,-20.3297037,-40.2920174,89.55,69,20,16.11,BR,1675786075
465,genhe,51.3346874,121.8112468,-13.43,99,88,3.36,CN,1675786075
466,araouane,18.9041878,-3.5264658,88.84,8,46,9.64,ML,1675786076
467,jinji,32.5604241,119.0688907,43.36,80,100,6.8,CN,1675786076
468,kommunar,59.6221955,30.3919223,27.93,92,82,9.37,RU,1675786077
469,esna,25.2936689,32.5531993,59.2,28,100,10.4,EG,1675786078
470,najran,17.5439809,44.2246817,77.07,20,26,5.03,SA,1675786078
471,walvis bay,-22.9542501,14.5074577,69.1,73,30,11.14,NA,1675786079
472,nosy varika,-20.5829067,48.5322582,76.71,81,100,4.45,MG,1675786079
473,manoel urbano,-8.838755,-69.2619465,83.35,68,88,4.23,BR,1675786080
474,pierre,44.3683644,-100.351136,38.86,68,0,9.22,US,1675786080
475,kerema,58.89595185,22.943522343623506,34.99,93,100,9.22,EE,1675786081
476,harper,41.3624875,-92.0510088,38.1,80,98,11.97,US,1675786082
477,hambantota,6.1249126,81.1242563,79.12,94,20,6.91,LK,1675786083
478,cleburne,32.357365099999996,-97.40912169631659,61.56,95,100,10.0,US,1675786084
479,dalby,-27.1822593,151.2634168,69.98,75,76,1.99,AU,1675786085
480,chicama,-7.843424,-79.1451857,70.29,61,76,7.36,PE,1675786087
481,blyth,55.1270903,-1.5099726,49.68,75,75,11.5,GB,1675786088
482,porto santo,33.0657845,-16.336223627136313,61.41,63,40,19.57,PT,1675786089
483,tumaco,1.8077554,-78.7705977,83.21,69,79,5.32,CO,1675786090
484,yangambi,0.7658281,24.4733629,86.49,41,84,2.73,CD,1675786091
485,ati,49.0154807,4.1278042,44.2,58,0,6.38,FR,1675786093
486,am timan,11.0396368,20.2826429,95.94,8,15,5.59,TD,1675786094
487,smithers,54.7792074,-127.1760991,18.68,98,92,0.74,CA,1675786096
488,ishigaki,24.3382831,124.1577569,68.38,81,100,17.4,JP,1675786097
489,bonnyville,54.267925,-110.741515,31.78,85,54,12.1,CA,1675786099
490,eydhafushi,5.10263945,73.07018031022065,80.87,73,91,13.15,MV,1675786101
491,petropavlovsk-kamchatskiy,53.0199838,158.6471356,2.39,83,64,11.48,RU,1675786102
492,neepawa,50.2319353,-99.4637261,18.5,90,83,5.06,CA,1675786103
493,kolhapur,16.7028412,74.2405329,71.29,45,98,5.75,IN,1675786042
494,batticaloa,7.7356027,81.6941956,78.39,85,48,8.55,LK,1675786105
495,ahipara,-35.1664105,173.1562074,64.87,76,96,4.92,NZ,1675786107
496,gualeguay,-33.1504259,-59.3106789,98.94,14,45,7.14,AR,1675786108
497,clyde river,46.2239354,-63.2576799,24.46,64,100,17.0,CA,1675786109
498,letterkenny,54.9517933,-7.7354381,49.89,73,95,6.35,IE,1675786110
499,bucak,37.4567447,30.5855392,30.7,70,38,8.55,TR,1675786112
500,ngukurr,-14.7341439,134.7323402,83.91,56,81,9.46,AU,1675786112
501,te anau,-45.41449,167.717489,50.04,78,95,6.89,NZ,1675786113
502,caconda,-13.7388452,15.0619677,62.98,61,100,4.03,AO,1675786115
503,luganville,-15.5121107,167.1784414,77.11,83,100,3.44,VU,1675786116
504,urusha,54.052319,122.889702,-23.1,98,96,3.0,RU,1675786118
505,tarko-sale,64.9219991,77.779459,-16.64,100,55,8.57,RU,1675786119
506,homer,59.6440876,-151.5401477,31.48,93,100,0.0,US,1675786119
507,ulety,51.35854,112.485115,3.4,96,82,5.46,RU,1675786120
508,igrim,63.191513,64.424301,-13.43,100,51,3.78,RU,1675786121
509,gairo,39.847052,9.507244,41.29,72,100,11.72,IT,1675786122
510,ajaccio,41.9263991,8.7376029,53.37,50,20,10.36,FR,1675786123
511,kawalu,-1.9593,123.8495,83.43,76,99,13.98,ID,1675786123
512,baijiantan,45.634206,85.260773,12.36,93,100,3.24,CN,1675786124
513,okmulgee,35.6234738,-95.960341,44.64,81,100,9.22,US,1675786125
514,lerwick,60.1531357,-1.1427296,46.42,73,19,20.56,GB,1675786125
515,hailun,47.459421,126.9655598,-14.64,100,51,1.99,CN,1675786126
516,amahai,-3.3081717,129.0010636,74.97,85,100,4.61,ID,1675786127
517,gurlan,41.8447222,60.3898845,48.27,54,97,20.29,UZ,1675786127
518,bathsheba,13.2129361,-59.5227245,82.8,65,40,19.57,BB,1675786128
519,ossora,59.247414,163.069931,-21.08,89,88,5.61,RU,1675786128
520,carballo,43.2134123,-8.6891286,54.93,63,10,8.01,ES,1675786129
521,tomari,47.7612087,142.063478,11.3,80,46,4.7,RU,1675786130
522,jalu,29.0331149,21.5482209,58.55,42,61,9.28,LY,1675786130
523,lodwar,3.1166086,35.6000028,91.89,23,5,9.06,KE,1675786131
524,ust-kuyga,70.00177,135.549835,-48.1,100,100,5.75,RU,1675786132
525,huarmey,-10.0687481,-78.152199,76.68,73,39,8.9,PE,1675786132
526,tunceli,39.1060641,39.5482693,27.48,92,100,2.59,TR,1675786133
527,grand forks,47.9078244,-97.0592028,21.42,81,75,6.91,US,1675786133
528,harbour breton,47.4710255,-55.8257953,21.76,71,96,21.03,CA,1675786134
529,rawannawi,2.0520799,173.2627529,80.73,80,100,23.33,KI,1675786134
530,santa cruz,28.469648,-16.2540884,66.13,84,75,12.66,ES,1675786135
531,kungurtug,50.5986817,97.5254386,-10.3,98,60,1.97,RU,1675786136
532,bagdarin,54.443378,113.590469,-10.5,94,6,4.47,RU,1675786136
533,dumas,35.8630199,-101.9663192,41.65,69,0,11.5,US,1675786137
534,sawakin,19.103071,37.331236,73.31,61,90,16.44,SD,1675786137
535,bihoro,43.8232954,144.1083256,9.79,98,96,3.13,JP,1675786138
536,cumpas,29.9940228,-109.7796367,51.51,34,0,7.49,MX,1675786139
537,arkhangelsk,64.543022,40.537121,28.51,86,75,8.95,RU,1675786139
538,merauke,-8.4902766,140.395582,77.14,92,100,9.46,ID,1675786140
539,makakilo city,21.3469444,-158.0858333,73.72,73,40,12.66,US,1675786141
540,zanjan,36.6699809,48.4859398,31.77,78,100,13.22,IR,1675786141
541,umzimvubu,-30.82491,28.92177617804983,62.33,94,89,1.79,ZA,1675786143
542,plettenberg bay,-34.052778,23.369444,69.21,87,91,6.71,ZA,1675786144
543,sydney,-33.8698439,151.2082848,72.28,80,0,6.91,AU,1675786147
544,bargal,11.286823,51.07795,76.26,76,98,7.11,SO,1675786153
545,hualmay,-11.0967129,-77.6129018,77.59,69,11,8.93,PE,1675786154
546,portland,45.5202471,-122.674194,49.42,77,100,11.01,US,1675785591
547,aron,48.2962217,-0.5570789,42.51,60,0,10.31,FR,1675786157
548,gusau,12.1658358,6.6606398,92.23,8,100,15.66,NG,1675786158
549,nurota,40.5590414,65.6860362,47.16,40,3,7.49,UZ,1675786160
550,tura,47.3900474,0.6889268,45.18,64,0,9.22,FR,1675786162
551,edd,13.930794,41.690461,80.15,62,31,7.96,ER,1675786163
552,urumqi,43.419754,87.319461,14.86,75,100,5.79,CN,1675786164
553,clarence town,23.0917159,-74.960639,76.19,71,93,23.73,BS,1675786165
554,zykovo,61.3193778,43.7206259,16.3,94,100,9.48,RU,1675786168
555,pasil,17.3890052,121.1581968,68.61,97,49,1.43,PH,1675786169
556,kutum,14.2108373,24.649584,75.18,15,33,13.87,SD,1675786171
557,baihar,22.1050116,80.5481854,64.54,34,0,0.74,IN,1675786172
558,uchaly,54.316597,59.384636,9.28,97,100,1.72,RU,1675786174
559,san-pedro,33.7358518,-118.2922934,64.18,50,0,3.44,US,1675786176
560,midyat,37.4152129,41.3734423,36.9,96,100,6.98,TR,1675786177
561,aguimes,27.9049541,-15.4445131,65.03,49,75,13.8,ES,1675786178
562,hovd,48.0006353,91.6452415,1.24,86,13,2.59,MN,1675786179
563,touros,-5.1998625,-35.4595051,86.97,51,70,16.6,BR,1675786180
564,dar es salaam,-6.8160837,39.2803583,81.57,76,82,11.12,TZ,1675786180
565,athabasca,54.7214539,-113.2857941,31.82,83,80,9.35,CA,1675786181
566,kulhudhuffushi,6.6233167,73.06946631896413,80.92,70,66,11.01,MV,1675786181
567,alpena,45.0616794,-83.4327528,40.17,91,100,11.5,US,1675786182
568,ola,35.0323119,-93.2232345,60.89,85,100,3.83,US,1675786183
569,novikovo,51.1536804,37.8878869,15.78,91,26,10.27,RU,1675786184
570,nara,34.6845445,135.8048359,48.49,49,42,2.1,JP,1675786184
571,placido de castro,-10.3239154,-67.1824196,88.9,54,87,3.87,BR,1675786185
572,lahaina,20.8738769,-156.677678,74.79,90,2,9.73,US,1675786186
573,astoria,46.1882007,-123.8319802,49.42,87,100,20.71,US,1675786187
574,congleton,53.1631463,-2.2110691,48.94,73,94,1.99,GB,1675786187
575,biak,-1.1836086,136.0816321,78.06,86,100,5.66,ID,1675786188
576,turukhansk,65.7934285,87.9589375,5.34,95,100,8.03,RU,1675786188
577,nyurba,63.286648,118.354149,-39.35,100,100,1.05,RU,1675786189
578,jumla,29.276848,82.1822622,36.05,85,41,4.7,NP,1675786190
579,namie,37.4945619,141.0005837,41.79,89,100,8.81,JP,1675786190
580,les cayes,18.1944428,-73.7511601,82.74,58,3,9.69,HT,1675786191
581,ziro,27.538668,93.815355,42.8,92,97,2.8,IN,1675786191
582,vangaindrano,-23.3503159,47.6043136,73.76,87,100,3.47,MG,1675786192
583,miandrivazo,-19.5312416,45.4587681,79.14,82,100,2.82,MG,1675786193
584,rocha,-34.4810095,-54.3365608,92.7,26,2,2.33,UY,1675786193
585,vondrozo,-22.8204183,47.3210914,70.05,97,100,2.71,MG,1675786194
586,gebog,48.5921279,-4.5756847,47.01,61,0,18.41,FR,1675786194
587,veinticinco de mayo,-27.377466849999998,-54.742910291181374,96.89,17,0,3.71,AR,1675786195
588,muroto,33.2898523,134.1522806,52.39,77,48,1.28,JP,1675786195
589,rudnichnyy,59.698711,60.288403,-2.38,100,43,3.02,RU,1675786196
590,dawei,14.0797232,98.1990191,73.02,85,5,3.22,MM,1675786196
591,abay,43.211494,76.761475,25.2,73,33,4.41,KZ,1675786197
592,yekaterinoslavka,47.950008,135.129501,-3.75,98,95,8.99,RU,1675786198
593,cockburn town,21.4607723,-71.1399956,77.36,74,0,18.45,TC,1675786198
594,sao felix do xingu,-6.6386974,-51.9787582,81.9,87,68,3.38,BR,1675786199
595,tecoanapa,16.9875,-99.258889,82.38,45,0,0.49,MX,1675786199
596,waddan,29.1613826,16.141311,59.76,36,100,11.36,LY,1675786200
597,salamanca,40.9651572,-5.6640182,48.78,36,20,11.5,ES,1675785951
598,de-kastri,51.475426,140.768982,-0.24,99,100,0.98,RU,1675786202
599,bandarbeyla,9.4952646,50.8127815,76.41,74,81,13.22,SO,1675786205
600,poronaysk,49.2216366,143.1015759,-9.81,98,99,2.59,RU,1675786209
601,isangel,-19.5410863,169.2810885,77.54,85,100,2.8,VU,1675786210
602,okhotsk,59.3643921,143.2410816,-11.43,88,99,9.84,RU,1675786211
603,albion,54.31536155,-1.9180234948012402,46.44,86,57,9.28,GB,1675786212
604,verkhnevilyuysk,63.4497609,120.3146678,-39.95,100,99,2.15,RU,1675786214
605,nelson,-41.2710849,173.2836756,57.85,81,0,8.37,NZ,1675786216
606,sorong,-0.8634105,131.2544805,78.48,84,100,1.68,ID,1675786217
607,vire,48.8517468,-0.8872594458318377,42.28,57,0,9.15,FR,1675786218
